response_date,grade,happy,cyear,height_ft,height_in,height_origil,sleep,sharples,exp_gpa,gender,hpbooks
2/2/2021,B+,5,1,5,7,5Í7,5,1,3.2,2,0
2/2/2021,A,3,1,5,7,5 ft 7 inches,8,5,3,2,7
2/2/2021,A,2,1,6,0.559055118,184.3cm,6,10,3.6,1,7
2/2/2021,A-,5,1,6,7,6Í7î,7,4,3.5,1,5
2/2/2021,A,5,1,5,4,5Í4î,5.5,1,3.5,2,7
2/2/2021,A+,3,3,6,0,6'0,8,6,3.3,1,7
2/2/2021,A,3,2,5,4,5'4,7,7,3.4,2,7
2/2/2021,A,4,2,5,3,5'3,7,3,3.2,2,3
2/2/2021,A,3,3,6,1,73 in,7.5,7,3.1,1,7
2/2/2021,A,1,1,5,8,5Í8,7,6,3.4,1,0
2/2/2021,A,5,2,5,10,5'10'',7.5,2,3,1,7
2/2/2021,A-,2,3,5,5,5'5,8,2,3.7,2,7
2/2/2021,A,2,2,5,3,"5'3""",7,4,3.4,2,0
2/2/2021,A,4,3,5,10,"5'10""",7,4,3.4,1,0
2/2/2021,A+,3,3,5,10.86614173,180 cm,5.5,6,3.5,1,1
2/2/2021,A,3,3,5,6,"5'6""",6.5,3,3.7,2,8
2/2/2021,A,2,1,6,2,6'2'',7,6,3.3,1,7
2/2/2021,A,3,1,5,8,5'8,6,7,3.2,1,7
2/2/2021,A,3,2,5,10,5'10,7.5,7,3.3,1,1
2/2/2021,A,3,1,5,6,5ft 6in,6.5,6,3.1,2,8
2/2/2021,,3,4,5,8,"5'8""",6.5,7,3.6,1,7
2/2/2021,,3,2,5,11.25984252,181cm,7.5,1,3.5,2,7
2/2/2021,,4,1,5,4,5'4,6,5,3,2,7
2/2/2021,,3,2,5,8,5 ft 8 in,8,7,3.75,1,1
2/2/2021,,2,4,5,9,"5'9""",7,5,3.33,2,7
2/2/2021,,4,3,5,10,5 10feet,8,3,3.5,1,8
2/2/2021,,4,4,5,5,5'5,8,3,3.3,2,7
2/2/2021,,5,4,5,11,"5'11""",8,8,3.5,1,7
2/2/2021,,3,3,4,9,"5""7",7,6,3.5,4,7
2/2/2021,,5,4,5,5,65 in,7,8,3.95,2,7
2/2/2021,,2,3,6,0,"6' 0""",7.5,10,3,1,7
2/2/2021,,3,3,5,8,"5' 8""",8,6,3.7,1,0
2/2/2021,,3,4,6,0,72,7.5,5,3.8,1,7
2/2/2021,,4,4,6,,6feet,7,7,3.5,1,7
2/2/2021,,1,4,5,6,"5,6",6.5,8,3.3,1,8
2/2/2021,,7,,5,7,5ft 7in,8.5,4,3.5,1,0
2/2/2021,,2,3,5,6,5'6,5.5,7,3.48,4,0
2/2/2021,,6,2,6,1,6Í1,7,7,3.5,1,7
2/2/2021,,2,2,5,7,170.18 cm,7.5,6,3.78,1,1
2/2/2021,,3,3,5,8,5Í8,8,3,3.2,2,7
2/2/2021,,2,3,5,5,5Í5,7.5,5,3.8,2,7
2/2/2021,,6,4,5,7,5 7feet,8,4,3.5,1,0
2/2/2021,,2,3,6,,6',7,7,3.7,1,7
,A-,6,2,5,8,"5'8""",8,6,3.5,1,7
,A,2,2,6,3,"6'3""",6.5,7,3.6,1,7
,A,3,2,5,7,5'7'',7,4,3.9,1,2
,A-,2,2,5,4,5Í4,8,6,3.6,2,0
,B+,4,3,5,4,"5'4""",6,1,3.5,2,7
,A,2,3,5,0,5Í0î,7,6,3,2,1
,A,3,2,5,6,5'6,7.5,6,3.5,2,5
,A,2,3,5,11,5'11,7.5,5,3.5,1,8
,A,3,2,5,5,5'5,5.5,5,3.7,2,6
,A,2,2,6,,6Í,7,7,3.5,1,7
,A-,2,3,5,7,5'7,8,4,3.6,2,7
,A-,2,3,5,5.748031496,167cm,9.5,0,3.67,1,8
,A-,3,4,5,3,5'3,7,7,3.8,2,7
,A+,4,2,5,10,5'10,5.5,4,3.4,1,1
,A,5,3,5,9,"5'9""",7,5,3.4,2,7
,B,2,3,6,5,"6'5""",7,6,3,1,0
,A,4,3,6,,6 feet,5.5,4,3.2,1,7
,,,,,,,,,,,
,A,2,2,5,6,5 ft 6,6.5,7,3.7,2,7
,A,2,2,5,8,5'8,8,4,3.5,2,7
,B,4,2,5,9,"5'9""",8.5,9,3.3,2,8
,A-,3,3,5,11,"5'11""",8,6,3.4,2,7
,A-,4,3,5,7,5'7,8,6,3.65,2,2
,A,5,3,5,11,5'11,7,7,3.7,1,1
,A-,3,2,5,7,"5'7""",7,5,3.5,2,8
,B+,3,2,6,3,"6'3""",8,4,3.25,1,7
,A-,2,3,6,7,6'7,7.5,6,3.45,1,4
,A+,2,3,5,2,"5'2""",7,5,3.3,2,8
,A-,3,2,5,4,5Í4î,8,3,3.4,2,8
,A,1,2,6,4,6  feet 4 inches,8,8,3.3,1,8
,A-,3,2,5,9,5Í9î,6.5,5,33,1,0
,A,2,2,6,0,6 feet 0 inches,6.5,6,3.5,1,4
,A,6,3,5,2,"5'2""",6.5,3,3.6,2,0
,A,2,2,5,4,5'4,6,5,3.6,2,2
,A-,4,2,5,8,5'8,6.5,3,3.3,1,8
,A-,3,2,5,11,5ft11in,6.5,6,3.2,1,0
,A+,2,3,5,9,5' 9'',8,3,3.05,1,8
,B,3,4,5,10,5'10,8,1,3.6,1,7
,A,5,2,5,6,5Í6,6,4,3.7,3,0
,A,5,3,5,6.929133858,170 cm,8,4,3.8,2,8
,A,1,3,6,0,"6'0""",7.5,8,3.6,1,7
,A-,2,4,5,6,5 feet 6 inches,8,7,3.5,1,8
,A,2,3,5,8,5'8,7,6,3.4,1,2
,A-,3,4,5,4,"5'4""",7,,3.5,2,7
,B-,4,3,5,5,65 inches,6.5,5,3.5,1,7
,A-,3,2,5,10,"5'10""",6,6,3.5,1,0
,A,3,2,5,9,5'9,7.5,6,3.5,1,2
,A,4,2,5,8,5Í8,8.5,6,3.6,1,8
,A+,2,3,5,6,"5'6""",7.5,5,3.6,1,0
,B,3,3,5,4,5'4,7.5,6,3.5,2,7
,A,2,3,5,10,5'10,7,5,3.5,1,8
,A-,2,3,5,9,5'9,6,5,3.7,1,7
,A+,2,3,6,1,"6'1""",6.5,3,3.1,1,7
,A-,3,2,5,9,5' 9,7,5,3.7,1,3
,A,2,3,6,0,6'0,7,6,3.4,1,7
,A-,2,3,5,3,5Í3î,8,3,3.5,2,7
,A,2,2,5,9,5' 9',7.5,7,3.5,1,3
,A-,4,4,5,4,"5'4""",6.5,,3.5,2,7
,A-,3,3,6,0,"6, 0",7.5,6,3.6,1,8
,A,2,4,5,10,5Í10Ím,8.5,5,3.9,1,7
,A,3,3,5,10,5 foot 10,7,9,3.8,1,0
,B-,3,4,5,7,5'7,6,1,3,2,0
,A,3,4,5,6,5'6,5,8,3.5,1,3
,A,4,2,7,,7ft,7,0,3.5,1,8
,B+,2,4,6,2,6'2,8,3,3.3,1,2
,A-,3,2,5,10,5'10,7,1,3.6,1,8
,A+,1,2,5,11,5'11,7.5,0,3.3,1,0
,A+,3,2,6,,6 feet,7,5,3.5,1,2
,B+,5,2,5,8,5'8,7,,3.7,2,0
,A+,2,2,5,10,"5'10""",7,8,2.9,1,7
,A,2,4,5,4,"5' 4""",6,3,3.5,2,1
,,4,4,5,4,5'4,7,5,3.4,2,7
,,2,3,6,,6 ft,6.5,1,3.4,1,7

